text,audio_path
"As children and adults splash in the water, they laugh, chatter and shout.",clotho_16k/Omsk_Victory_park_8.wav
Grown ups and children are playing on the waves in a beach.,clotho_16k/Omsk_Victory_park_8.wav
A quiet scratching is occurring and is followed by scraping,clotho_16k/Nail File.wav
A quiet scratching occurs and is followed by scraping,clotho_16k/Nail File.wav
The nails are filed using a nail file.,clotho_16k/Nail File.wav
"Several loud scratching, sanding, and writing noises in a row.",clotho_16k/Nail File.wav
"Several loud scratching, sanding, and writing noises were made in a row.",clotho_16k/Nail File.wav
The murmur of a crowd and a car horn and engine.,clotho_16k/Trafic a Tanger.wav
Cars are honking and people are talking to each other in the street.,clotho_16k/Trafic a Tanger.wav
A crowd of people  talk and car horns beep as a whistle sporadically blows,clotho_16k/Trafic a Tanger.wav
"Several people chat, various cars honk, and a whistle blows occasionally.",clotho_16k/Trafic a Tanger.wav
"Some street noises were a car honking, an engine, the whistle of a police officer, and some voices.",clotho_16k/Trafic a Tanger.wav
Sustained high notes are made while science fiction sounds occur during the note.,clotho_16k/Synth.wav
An electronic keyboard that played one long note.,clotho_16k/Synth.wav
Loud instrumental music plays all throughout the space.,clotho_16k/Synth.wav
"In the foreground, a tone plays in harmony while a faint noise whistles in the background,",clotho_16k/Synth.wav
An electronic keyboard is playing one long note.,clotho_16k/Synth.wav
Coins are being tossed and clanked repeatedly onto the floor.,clotho_16k/coindrop.wav
Several coins and other metal objects were falling on the floor.,clotho_16k/coindrop.wav
coins being tossed and clanked repeatedly onto the floor.,clotho_16k/coindrop.wav
Small objects are being dropped and are reverberating as they hit a table.,clotho_16k/coindrop.wav
Coins are dropped one by one onto a surface where they spin and clatter,clotho_16k/coindrop.wav
A loud whooshing sound happens and gets quieter before it gets noisy,clotho_16k/Wind 1 Loop.wav
A vehicle of some sort passes by every few seconds.,clotho_16k/Wind 1 Loop.wav
A loud whooshing occurs and gets quieter before getting louder,clotho_16k/Wind 1 Loop.wav
Cars drive along a highway on a windy day.,clotho_16k/Wind 1 Loop.wav
Every few seconds a car or truck passes by,clotho_16k/Wind 1 Loop.wav
A high pitched sound repeatedly comes out of a toy.,clotho_16k/Sand Hill Cranes.wav
A chirping note is generated as a rod is slid across a smooth surface.,clotho_16k/Sand Hill Cranes.wav
A bird pecks and chirps at a sporadic pace.,clotho_16k/Sand Hill Cranes.wav
A toy makes a high pitched sound repeatedly.,clotho_16k/Sand Hill Cranes.wav
A bird is singing and its call is echoing off the foliage of a forest.,clotho_16k/Sand Hill Cranes.wav
Water is pouring into a partially filled sink.,clotho_16k/Small Stream.wav
A dog barks occasionally while water heavily and steadily trickles.,clotho_16k/Small Stream.wav
Water is pouring partially into a filled sink.,clotho_16k/Small Stream.wav
Water is coming out of a faucet and into a puddle in a deep sink basin,clotho_16k/Small Stream.wav
water splashing over and over as time goes on,clotho_16k/Small Stream.wav
A train passes and the sound echoes in a confined space near it.,clotho_16k/Passenger Train Passing By.wav
A train is passing near a confined space and echoing in it.,clotho_16k/Passenger Train Passing By.wav
Box cars on a train are passing by at a fast speed,clotho_16k/Passenger Train Passing By.wav
Carts race by as a long train is passing.,clotho_16k/Passenger Train Passing By.wav
A train passes by on the nearby railroad tracks.,clotho_16k/Passenger Train Passing By.wav
"As a woman speaks to them, a group of children speak out.",clotho_16k/Playground assembly at Welsh Medium Primary School.wav
"As a woman chants, the crowd mimics her in unison.",clotho_16k/Playground assembly at Welsh Medium Primary School.wav
a collection of children speak out as a woman talks to them.,clotho_16k/Playground assembly at Welsh Medium Primary School.wav
Some children were chanting in a large crowd.,clotho_16k/Playground assembly at Welsh Medium Primary School.wav
A group of children were chanting in unison.,clotho_16k/Playground assembly at Welsh Medium Primary School.wav
An automobile engine idles as other cars pass by.,clotho_16k/Truck passed high speed in the rain.wav
a automobile engine idles as other cars pass it by.,clotho_16k/Truck passed high speed in the rain.wav
The steady hum of traffic was overtaken by a large truck.,clotho_16k/Truck passed high speed in the rain.wav
A tractor is roaring very loud as it gets closer.,clotho_16k/Truck passed high speed in the rain.wav
"A diesel idles as traffic passes, then the diesel revs and joins the traffic.",clotho_16k/Truck passed high speed in the rain.wav
"Somewhere, a machine loudly shrieks as it is being used.",clotho_16k/Parrots in the city.wav
A car revs the engine loudly twice as it drives past,clotho_16k/Parrots in the city.wav
A person was working on cars while an engine revs in the background.,clotho_16k/Parrots in the city.wav
A semi truck and many cars are driving down a busy highway,clotho_16k/Parrots in the city.wav
A machine shrieks loudly as it is being used somewhere.,clotho_16k/Parrots in the city.wav
An uneven load in a dryer and then a woman speaks in the background and then someone dials a phone.,clotho_16k/NJTransit_Newark_Sept2011.wav
An uneven load on a dryer and then a woman speaks in the background followed by a phone dial.,clotho_16k/NJTransit_Newark_Sept2011.wav
People speak and move about in the background of a busy outdoor location.,clotho_16k/NJTransit_Newark_Sept2011.wav
In the coffee house quiet clamoring is followed up by cups clinking  and people conversing.,clotho_16k/NJTransit_Newark_Sept2011.wav
Traffic is passing by as people talk and make phone calls on the moving train.,clotho_16k/NJTransit_Newark_Sept2011.wav
Someone is eating as someone else chews on food,clotho_16k/FOLEY Chew Ice 2.wav
"Someone noisily chews some very crunchy food, slowly.",clotho_16k/FOLEY Chew Ice 2.wav
a person enjoying some crunchy food to eat.,clotho_16k/FOLEY Chew Ice 2.wav
A person is eating and somebody chewing some food.,clotho_16k/FOLEY Chew Ice 2.wav
A person is slowly chewing on food crunching loudly,clotho_16k/FOLEY Chew Ice 2.wav
A piece of metal is dragged in circular patterns against a hard surface.,clotho_16k/Stone rolling on stone_pestle &amp; mortar.wav
A hard surface is scraped by a hollow glass object.,clotho_16k/Stone rolling on stone_pestle &amp; mortar.wav
A piece of metal is dragged against a hard surface in circular patterns.,clotho_16k/Stone rolling on stone_pestle &amp; mortar.wav
A hollow glass object is being scraped across a hard surface.,clotho_16k/Stone rolling on stone_pestle &amp; mortar.wav
A cup is slid in circles on top of a table.,clotho_16k/Stone rolling on stone_pestle &amp; mortar.wav
An office machine sputters and makes a low whine.,clotho_16k/CONTACT Microphone - BLU RAY PLAYER HI TECH MOTOR SERVO H4N CONTACT 20120318.wav
An office machine sputters on and emits a low whine,clotho_16k/CONTACT Microphone - BLU RAY PLAYER HI TECH MOTOR SERVO H4N CONTACT 20120318.wav
"As time goes on, white noise, tapping, and buttons being pressed fill the silence.",clotho_16k/CONTACT Microphone - BLU RAY PLAYER HI TECH MOTOR SERVO H4N CONTACT 20120318.wav
a machine is turned on it beeps three times followed by a constant whir then thud,clotho_16k/CONTACT Microphone - BLU RAY PLAYER HI TECH MOTOR SERVO H4N CONTACT 20120318.wav
A boisterous clacking happens followed by low signalling and climbing,clotho_16k/CONTACT Microphone - BLU RAY PLAYER HI TECH MOTOR SERVO H4N CONTACT 20120318.wav
The wheel is spinning and crushing tin cans as they get caught in the gears.,clotho_16k/squeaky-tennis-ratchet.wav
The old metal pump creaks as it is pumped repeatedly,clotho_16k/squeaky-tennis-ratchet.wav
A pulley is squeaking and squealing as a manual tool clangs while being drawn in.,clotho_16k/squeaky-tennis-ratchet.wav
a bicycle is being used to move around a street.,clotho_16k/squeaky-tennis-ratchet.wav
A creaky metal pump is being constantly cranked.,clotho_16k/squeaky-tennis-ratchet.wav
Someone opens metal doors with keys and then closes them,clotho_16k/old_elevator_1.wav
People in a factory are moving large objects.,clotho_16k/old_elevator_1.wav
Large objects being moved by people in a factory.,clotho_16k/old_elevator_1.wav
A key turns in a lock in a large hall,clotho_16k/old_elevator_1.wav
carts with wheels are moved around in a large open space,clotho_16k/old_elevator_1.wav
Bells ring in the background as a group of people talk together.,clotho_16k/01-BikeDemo_Speaker.wav
"Muffled conversation is drowned out by loud music, traffic and the light ring of bells",clotho_16k/01-BikeDemo_Speaker.wav
"Loud music plays in the distant background, creating a party atmosphere with jingling cutlery and people talking.",clotho_16k/01-BikeDemo_Speaker.wav
Wind chimes clang together over and over as people talk in the background.,clotho_16k/01-BikeDemo_Speaker.wav
Wind chimes tinkle repeatedly over people conversing in the background,clotho_16k/01-BikeDemo_Speaker.wav
A pleasant music is being played on a wind instrument.,"clotho_16k/Street artists in Vilna, Lithuania.wav"
A guitar and a wind instrument play music.,"clotho_16k/Street artists in Vilna, Lithuania.wav"
A person is playing a guitar while another person is playing a trumpet,"clotho_16k/Street artists in Vilna, Lithuania.wav"
Someone plays a guitar as someone else plays a trumpet.,"clotho_16k/Street artists in Vilna, Lithuania.wav"
A band plays a happy yet gloomy tune on guitar and a wind instrument.,"clotho_16k/Street artists in Vilna, Lithuania.wav"
A waterfall falls heavily while many birds chirp in the background.,clotho_16k/Amb Pati Interior Ciutat.wav
It is raining very heavily in the rainforest.,clotho_16k/Amb Pati Interior Ciutat.wav
Eerie laughter is menacingly scary while a heavy machine makes a loud humming noise.,clotho_16k/Amb Pati Interior Ciutat.wav
Very heavy waterfall sounds with many birds in the background.,clotho_16k/Amb Pati Interior Ciutat.wav
It is raining really hard in the rainforest.,clotho_16k/Amb Pati Interior Ciutat.wav
"A jackhammer runs a couple times, a load is dumped then the jackhammer runs again.",clotho_16k/Construction_Site_Pickhammer.wav
"A moped engine starts, goes on steadily in a traffic with car and other vehicle horn sounds in the background.",clotho_16k/Construction_Site_Pickhammer.wav
intermittent rolling sound then loud bang at end,clotho_16k/Construction_Site_Pickhammer.wav
A jackhammer is drilling a hole then stopping and traffic is going by with a loud crash.,clotho_16k/Construction_Site_Pickhammer.wav
"While traffic goes by with a loud crash, a jackhammer drills a hole and then stops.",clotho_16k/Construction_Site_Pickhammer.wav
Automobiles are going by at a steady pace like on a moderately active street or highway.,clotho_16k/09-07-11_0736_down on Ponte Dom Luis I.wav
traffic driving by on a road in an open area.,clotho_16k/09-07-11_0736_down on Ponte Dom Luis I.wav
Two cars speed past the person in a rapid and dangerous way.,clotho_16k/09-07-11_0736_down on Ponte Dom Luis I.wav
waves crashing the shore and gets softer as time goes on,clotho_16k/09-07-11_0736_down on Ponte Dom Luis I.wav
A lot of traffic drives by on a road in an open area.,clotho_16k/09-07-11_0736_down on Ponte Dom Luis I.wav
A repetitive beeping sound while waves crashes as birds chirps and a car engine revs in the distance.,clotho_16k/LS110083_2_1_28062016_2036m_XY.wav
"A repetitive beeping sound while waves crash, birds chirp, then a car engine revs in the distance.",clotho_16k/LS110083_2_1_28062016_2036m_XY.wav
An electronic beeping by the roadside with vehicles passing by and chirping in the background.,clotho_16k/LS110083_2_1_28062016_2036m_XY.wav
A beeping of cars driving by and chirping in the background along the roadside.,clotho_16k/LS110083_2_1_28062016_2036m_XY.wav
Cars are driving down and birds are tweeting outside.,clotho_16k/LS110083_2_1_28062016_2036m_XY.wav
Complete silence is continuous and nothing is going on.,clotho_16k/STE-001.wav
Nothing is going on because complete silence is continuous.,clotho_16k/STE-001.wav
A train sounds its horn and as time passes someone takes a breath.,clotho_16k/STE-001.wav
A quiet whooshing occurs and is followed by a quiet honk and some rustling,clotho_16k/STE-001.wav
Wind blowing softly with a train horn in the distance,clotho_16k/STE-001.wav
Windshield wipers operate rhythmically and an electronic bell chimes.,clotho_16k/Windshield Wipers_1-2.wav
Car windshield wipers are on as it rains away in the background.,clotho_16k/Windshield Wipers_1-2.wav
Fabric is flapping in the wind and the door bell of a store chimes.,clotho_16k/Windshield Wipers_1-2.wav
"Traffic passing, a wooden device operating and a dinging chime from a store entrance opening",clotho_16k/Windshield Wipers_1-2.wav
An automatic mechanism turns on and a doorbell rings afterwards.,clotho_16k/Windshield Wipers_1-2.wav
A bee is buzzing inside of an empty jar.,clotho_16k/Foley Bluebottle Fly.wav
An insect is buzzing which cuts out several times.,clotho_16k/Foley Bluebottle Fly.wav
"A buzzing noise occurs, similar to that of a rotary power tool.",clotho_16k/Foley Bluebottle Fly.wav
The continuous buzzing of an insect cuts out several times.,clotho_16k/Foley Bluebottle Fly.wav
A bee is buzzing inside of a empty jar.,clotho_16k/Foley Bluebottle Fly.wav
An ink jet printer is printing several copies of paper.,clotho_16k/Background Printer.wav
A printer starts up and begins printing out pages.,clotho_16k/Background Printer.wav
"A printer revs up and prints a page, lets the page out, and then prints a second page.",clotho_16k/Background Printer.wav
A printer starts up and begins to spit out multiple pages.,clotho_16k/Background Printer.wav
Several paper copies are printed by an ink jet printer.,clotho_16k/Background Printer.wav
A heavy flow of liquid is moving on the surface.,clotho_16k/080910_01_water_river.wav
Water is moving along a street gutter and metal is hitting metal.,clotho_16k/080910_01_water_river.wav
"Water flows consistently and without interruption over an uneven surface, splattering a bit.",clotho_16k/080910_01_water_river.wav
Water is moving along the street and the gutter is hitting the metal.,clotho_16k/080910_01_water_river.wav
The water collection gently bubbles and moves downstream.,clotho_16k/080910_01_water_river.wav
A cacophony of tweeting happens and is followed by soft chirping and more noisy chirping.,clotho_16k/chaffinch_black_forest.wav
Loud chirping occurs and is followed by low chirping and more loud chirping,clotho_16k/chaffinch_black_forest.wav
A bird is chirping with more birds chirping in the background,clotho_16k/chaffinch_black_forest.wav
a bird sings repeatedly while other birds chirp in the far distance.,clotho_16k/chaffinch_black_forest.wav
One bird chirps repeatedly a few different times.,clotho_16k/chaffinch_black_forest.wav
A person jingling a chain and opening locks and the ruffling of clothing in the background.,clotho_16k/door_02_leaving.wav
A person was jingling a chain while opening locks and ruffling of clothing in the background.,clotho_16k/door_02_leaving.wav
Keys unlock and open a door that is then slid closed and locked.,clotho_16k/door_02_leaving.wav
"Someone uses keys to unlock and open a door, then slides it closed and locks it.",clotho_16k/door_02_leaving.wav
A man is using different keys to get a lock off of a door,clotho_16k/door_02_leaving.wav
"A series of repeating tones escalates, becoming quicker over time.",clotho_16k/sortdemo_qb45_bubble.wav
A series of escalating tones repeats slowly then more quickly.,clotho_16k/sortdemo_qb45_bubble.wav
Video game tones increase in pitch repeatedly then drop in pitch.,clotho_16k/sortdemo_qb45_bubble.wav
electronic notes play repeatedly in an upward fashion.,clotho_16k/sortdemo_qb45_bubble.wav
The pitch of video game tones increased repeatedly before dropping.,clotho_16k/sortdemo_qb45_bubble.wav
Strange low blips and bloops that rise and fall in pitch were released by a machine.,clotho_16k/atlas3q-1noise-16bit.wav
What seems to be a slowly scratched record is followed by a  very heavy bass.,clotho_16k/atlas3q-1noise-16bit.wav
"Through the tunnel, the wind is whipping and gushing.",clotho_16k/atlas3q-1noise-16bit.wav
Very heavy bass is followed by the what seems to be a record being scratched very slowly.,clotho_16k/atlas3q-1noise-16bit.wav
The wind is whipping and gushing through the tunnel.,clotho_16k/atlas3q-1noise-16bit.wav
"A gun is fired almost twenty times, frequently with a few seconds between each shot, occasionally in rapid succession.",clotho_16k/Indoor Guns.wav
A gun is fired over a dozen times and fired again rapidly,clotho_16k/Indoor Guns.wav
Shots echo over a dozen times as a shot is fired.,clotho_16k/Indoor Guns.wav
Shots echo as a gun is fired more than a dozen times.,clotho_16k/Indoor Guns.wav
A loud banging in the background that repeats.,clotho_16k/Indoor Guns.wav
A person talks a little as they flip through the pages of a book.,clotho_16k/fh_Paper_Swipe_01_01.wav
A man spoke while he was shuffling paper and when he was sweeping.,clotho_16k/fh_Paper_Swipe_01_01.wav
A man shuffling paper and sweeping and he was speaking.,clotho_16k/fh_Paper_Swipe_01_01.wav
Someone flips paper in a book and writes on the pages.,clotho_16k/fh_Paper_Swipe_01_01.wav
A man speaks and then shuffles through folders and papers.,clotho_16k/fh_Paper_Swipe_01_01.wav
A stick is rubbed back and forth across the fabric of pants at different speeds.,clotho_16k/Nails gliding on skin.wav
A stick is rubbed back and forth at different speeds across the fabric on pants.,clotho_16k/Nails gliding on skin.wav
Someone using sandpaper to gently smooth an object.,clotho_16k/Nails gliding on skin.wav
The waves are softly crashing on the sea shore.,clotho_16k/Nails gliding on skin.wav
Someone is using sandpaper to gently smooth an object.,clotho_16k/Nails gliding on skin.wav
"A large number of cars drive past, travelling at different speeds.","clotho_16k/Traffic, night.wav"
A multitude of automotive vehicles drive past at different speeds.,"clotho_16k/Traffic, night.wav"
"At a slow pace, several different cars were driving by.","clotho_16k/Traffic, night.wav"
City cars drive constantly around the busy streets.,"clotho_16k/Traffic, night.wav"
Vehicles move to and fro along a busy road.,"clotho_16k/Traffic, night.wav"
A public train or bus is moving loudly through a public setting.,clotho_16k/Engine_Diesel_Train_Drive.wav
"Big trucks with heavy engines maneuvering in a closed space, then slowing down, the voice of a child.",clotho_16k/Engine_Diesel_Train_Drive.wav
"Over the voice of a child, big trucks with heavy engines maneuver in a closed space before slowing down.",clotho_16k/Engine_Diesel_Train_Drive.wav
A loud public bus or train is moving through a public setting.,clotho_16k/Engine_Diesel_Train_Drive.wav
car buzzing in wind and then gets fainter as time goes on,clotho_16k/Engine_Diesel_Train_Drive.wav
Birds are singing in the background and another bird is making chirping noises in the foreground.,"clotho_16k/Tui bird, distant Tui birds, background waves.wav"
Several birds chirps in nature and answer to each other.,"clotho_16k/Tui bird, distant Tui birds, background waves.wav"
Some birds singing in the background and a bird making chirping noises in the foreground.,"clotho_16k/Tui bird, distant Tui birds, background waves.wav"
The bird continuously chirps in many different ways as others sing in the background.,"clotho_16k/Tui bird, distant Tui birds, background waves.wav"
"Multiple birds sing with chirps, clicks and squeaks.","clotho_16k/Tui bird, distant Tui birds, background waves.wav"
"On the tracks, a passenger or freight train is running.",clotho_16k/RailStation_CargoTrainGo--.wav
Being sprayed is a large amount of water.,clotho_16k/RailStation_CargoTrainGo--.wav
A passenger or freight train is running on its tracks.,clotho_16k/RailStation_CargoTrainGo--.wav
A machine moves along a busy construction road.,clotho_16k/RailStation_CargoTrainGo--.wav
A downpour is showering down onto the ground.,clotho_16k/RailStation_CargoTrainGo--.wav
"In the background, people are talking and the traffic is noisy.",clotho_16k/pantheon 01.wav
The sneeze of a woman was preceded by many people conversing in the distance and a few footsteps.,clotho_16k/pantheon 01.wav
Someone coughs as people speak softly near a bus stop.,clotho_16k/pantheon 01.wav
Individuals are conversing in the background as the wind gradually breezes by.,clotho_16k/pantheon 01.wav
People are talking and traffic noise is in the background.,clotho_16k/pantheon 01.wav
Several times a siren fires up and dies out getting higher pitched each time.,clotho_16k/Dutch air-raid warning 02.wav
A alien siren increases and decreases in intensity over and over again.,clotho_16k/Dutch air-raid warning 02.wav
"In a large area, a very loud alarm is going off.",clotho_16k/Dutch air-raid warning 02.wav
"A siren fires up and dies out several times, getting higher pitched each time.",clotho_16k/Dutch air-raid warning 02.wav
A siren going off with some birds chirping in the background.,clotho_16k/Dutch air-raid warning 02.wav
The second hand of a pendulum clock ticks.,clotho_16k/Tick Tock Clock.wav
A clock that is ticktocking back and forth.,clotho_16k/Tick Tock Clock.wav
A small pendulum on an alarm clock is swinging and clicking.,clotho_16k/Tick Tock Clock.wav
A clock that is ticking back and forth.,clotho_16k/Tick Tock Clock.wav
The ticking of the second hand of a pendulum clock,clotho_16k/Tick Tock Clock.wav
Some rattling followed by a couple of beeps with some voices in the background.,clotho_16k/Boom_Folie_DispenserMachineNotWorking.wav
Using coins a person gets something from a vending machine.,clotho_16k/Boom_Folie_DispenserMachineNotWorking.wav
Typing was started after two beeps and then some people discussing it whispered in the background.,clotho_16k/Boom_Folie_DispenserMachineNotWorking.wav
A person uses coins to buy something from a vending machine.,clotho_16k/Boom_Folie_DispenserMachineNotWorking.wav
A person uses a vending machine while speaking softly.,clotho_16k/Boom_Folie_DispenserMachineNotWorking.wav
Water is dripping into a basin and a hard surface is being brushed.,clotho_16k/Rubbing.wav
Water drips into a basin and brushes off a rough surface.,clotho_16k/Rubbing.wav
A brush is rubbing against some sheets of metal.,clotho_16k/Rubbing.wav
The brush is rubbing against some sheets of metal.,clotho_16k/Rubbing.wav
Someone is using sandpaper to smooth an object.,clotho_16k/Rubbing.wav
An object is moved across a rough surface back and forth in the front as a TV plays behind.,clotho_16k/Dial turning.wav
Someone is using a wavy piece of metal to file down another piece of metal.,clotho_16k/Dial turning.wav
Moving an object across a harsh surface back and forth in the foreground and a TV playing in the background.,clotho_16k/Dial turning.wav
A man is saying something at a distance as another man cranks a handle.,clotho_16k/Dial turning.wav
A low hum is followed by loud scraping and low conversation,clotho_16k/Dial turning.wav
An individual is snoring noisily and slowly with static against a backdrop.,clotho_16k/150209 Trevor Webb Snore.wav
In a quiet environment a person continually snoring sounds.,clotho_16k/150209 Trevor Webb Snore.wav
A person is snoring loudly and steadily with static in the background.,clotho_16k/150209 Trevor Webb Snore.wav
A person is snoring while sleeping peacefully in his or her home.,clotho_16k/150209 Trevor Webb Snore.wav
A person sleeps loudly and at a consistent pace.,clotho_16k/150209 Trevor Webb Snore.wav
Traffic is passing on a freeway and a diesel revs as it joins the flow of traffic.,clotho_16k/street traffic with big trucks.wav
A truck revs its engine as it speeds up to join the traffic on the freeway.,clotho_16k/street traffic with big trucks.wav
Vehicles pass a larger vehicle starting to drive as its engine pauses to shift gears.,clotho_16k/street traffic with big trucks.wav
"Traffic quietly passes by and, at the end, some birds sing.",clotho_16k/street traffic with big trucks.wav
Vehicles passing by while a large vehicle starts to drive its engine pausing while gears are shifted,clotho_16k/street traffic with big trucks.wav
Someone is adjusting a radio in the woods at night.,clotho_16k/alexander_ordonez_bio_fonia_noche_rural.wav
A record spins around on a record disk player popping and making feedback,clotho_16k/alexander_ordonez_bio_fonia_noche_rural.wav
The needle is moved on top of a record to make it hiss.,clotho_16k/alexander_ordonez_bio_fonia_noche_rural.wav
A record hisses as the needle is moved about on top of it.,clotho_16k/alexander_ordonez_bio_fonia_noche_rural.wav
Someone is adjusting a radio in the woods during the night time.,clotho_16k/alexander_ordonez_bio_fonia_noche_rural.wav
Water sloshing and whirling constantly as time goes by.,clotho_16k/bm_dishwasher.wav
"It is raining hard, and water is dripping into a metal can.",clotho_16k/bm_dishwasher.wav
A washing machine cleans clothes as water drips in the background.,clotho_16k/bm_dishwasher.wav
A clothes washing machine operates as water drips in the background.,clotho_16k/bm_dishwasher.wav
"A continual mechanical sound occurs, and a wet thing is moved",clotho_16k/bm_dishwasher.wav
People are talking while dogs are barking nearby.,clotho_16k/Plaza_de_la_Revolucion_perro.wav
A bunch of people converse while dogs bark in the background.,clotho_16k/Plaza_de_la_Revolucion_perro.wav
A group converses while dogs bark in the background.,clotho_16k/Plaza_de_la_Revolucion_perro.wav
People are talking and dogs are barking nearby.,clotho_16k/Plaza_de_la_Revolucion_perro.wav
A crowd of people talk while a dog barks and a vehicle drives away.,clotho_16k/Plaza_de_la_Revolucion_perro.wav
The water was hit by something then was splashed around more,clotho_16k/Wading in Shallow Water.wav
Someone is clapping their hands together while quickly dipping in and out of the water.,clotho_16k/Wading in Shallow Water.wav
Some water laps and splashes constantly before slowing down in interval.,clotho_16k/Wading in Shallow Water.wav
Water moves around quite a bit inside a container,clotho_16k/Wading in Shallow Water.wav
"Something being hit against water, then used to splash the water around.",clotho_16k/Wading in Shallow Water.wav
Liquid is sprayed out of a hand pumped through a  spray bottle.,clotho_16k/Spray Bottle.wav
The speakers squeak from feedback while a spray bottle is used.,clotho_16k/Spray Bottle.wav
Liquid is sprayed out of a hand pumped spray bottle.,clotho_16k/Spray Bottle.wav
The speakers squeak from feedback and a spray bottle is being used.,clotho_16k/Spray Bottle.wav
A person heavily breathes in and out as they use a spray bottle.,clotho_16k/Spray Bottle.wav
An orchestra is playing while many people are talking in the background.,clotho_16k/audience-orchestra-warmup.wav
While many people are talking in the background an orchestra was playing.,clotho_16k/audience-orchestra-warmup.wav
People communicating in a station has a surrounding hollow effect as notes from a flute sounds.,clotho_16k/audience-orchestra-warmup.wav
"Wind instruments are being tuned, a moderately loud crowd is murmuring, a person is speaking softly.",clotho_16k/audience-orchestra-warmup.wav
"bag pipes, flute playing and people talking as time goes on",clotho_16k/audience-orchestra-warmup.wav
Fireworks in an open area or gunshots in a gun range.,clotho_16k/capodanno_2010_001.wav
"A gun is fired twice, then twice again after a pause",clotho_16k/capodanno_2010_001.wav
A person is sporadically firing a gun off in the distance.,clotho_16k/capodanno_2010_001.wav
"The noise is either coming from open area fireworks, or gunshots on a gun range.",clotho_16k/capodanno_2010_001.wav
A person sporadically fires a gun off in the distance.,clotho_16k/capodanno_2010_001.wav
A large hall with lots of things going on in the background as a person walks past it,clotho_16k/cathedral_zagreb.wav
People are chatting in the distance while a man coughs as high heels click by.,clotho_16k/cathedral_zagreb.wav
"A large hall with some movement in the background, person walks past after a while.",clotho_16k/cathedral_zagreb.wav
Trucks are moving in and out of a manufacturing warehouse.,clotho_16k/cathedral_zagreb.wav
people chatter and move about a train station as trains pull in,clotho_16k/cathedral_zagreb.wav
Various clicking and clacking and shaking of an object while people quietly chatter as a group.,"clotho_16k/Casino ambiance, Dieppe, France, some discernible english and french 02.wav"
"Clicking, clacking, and shaking of an object accompanies that soft murmur of group chat.","clotho_16k/Casino ambiance, Dieppe, France, some discernible english and french 02.wav"
Machines let out beeps and other sounds as people chat in the background.,"clotho_16k/Casino ambiance, Dieppe, France, some discernible english and french 02.wav"
Metal tools are being beaten against each other making carnival music.,"clotho_16k/Casino ambiance, Dieppe, France, some discernible english and french 02.wav"
A loud clattering occurs is followed by a low conversation and dinging,"clotho_16k/Casino ambiance, Dieppe, France, some discernible english and french 02.wav"
A dog of medium size is barking repeatedly in the yard.,clotho_16k/Dog barking at river.wav
a medium dog barking repeatedly outside in the yard.,clotho_16k/Dog barking at river.wav
A dog is making very loud barking noises.,clotho_16k/Dog barking at river.wav
A dog barks loudly several times then barks more frequently.,clotho_16k/Dog barking at river.wav
Very loud barking noises is coming from the dog.,clotho_16k/Dog barking at river.wav
Near a sink things are being moved around and rearranged.,clotho_16k/Olive Oil Canister.wav
Sporadic thumping occurs with the occasional cascading of fluid.,clotho_16k/Olive Oil Canister.wav
"Plates and cups are putting down on the wooden table, water is poured into a cup.",clotho_16k/Olive Oil Canister.wav
"While hitting it  against the sides of the sink and splashing water, a person is washing a pot.",clotho_16k/Olive Oil Canister.wav
Things are being moved around and rearranged near a sink.,clotho_16k/Olive Oil Canister.wav
Someone opens and closes a variety of different plastic containers as music plays quietly in the background.,clotho_16k/md3trk1.wav
a quiet clicking occurs with little humming and more clicking and then a rattle and many whooshing sounds,clotho_16k/md3trk1.wav
The buttons of a printing machine are being pressed.,clotho_16k/md3trk1.wav
The printer in operation is of an older style.,clotho_16k/md3trk1.wav
A quiet clicking occurs followed by low humming and more clicking and then a rattle and several whooshing sounds,clotho_16k/md3trk1.wav
a single bird doing its call five times,clotho_16k/hawk.wav
A large bird occasionally calls out over a chorus of crickets and a constant hum.,clotho_16k/hawk.wav
"From far overhead, a single hawk is calling.",clotho_16k/hawk.wav
A bird is screeching every few seconds in the background.,clotho_16k/hawk.wav
A single lone bird calls out five times.,clotho_16k/hawk.wav
"A machine runs constantly, rumbling as it runs.",clotho_16k/Printing Press 1.wav
"Consistently and rhythmically, a large machine presses down.",clotho_16k/Printing Press 1.wav
The copy machine is putting out a lot of copies.,clotho_16k/Printing Press 1.wav
A sewing machine is running as it is raining.,clotho_16k/Printing Press 1.wav
"A machine runs at a constant pace, making a rumbling noise.",clotho_16k/Printing Press 1.wav
Rain is pouring down and a dog is barking.,clotho_16k/greece_naxos_white_noise_4.wav
Dogs barking and yelping in the distance as rain falls and vehicles drive around.,clotho_16k/greece_naxos_white_noise_4.wav
A dog barks as someone is speaking in the background.,clotho_16k/greece_naxos_white_noise_4.wav
A dog is barking at the heavy downpour of rain.,clotho_16k/greece_naxos_white_noise_4.wav
"As it rains outside, dogs bark in the background.",clotho_16k/greece_naxos_white_noise_4.wav
wood creaks and groans as someone sits on an old rocking chair,clotho_16k/Wood_Creeks.wav
"As someone sits on an old rocking chair, the wood creaks and groans.",clotho_16k/Wood_Creeks.wav
The person is stepping on the floor making it creak.,clotho_16k/Wood_Creeks.wav
A door creaks as it is moved further and further open.,clotho_16k/Wood_Creeks.wav
